plantid,dateobservation,longueur,largeur,note
MMB1036,2017-07-15,146.79,155.37,Condition normale pour la saison.
MMB1036,2017-08-15,194.56,179.25,Condition normale pour la saison.
MMB1036,2017-09-15,172.48,79.29,Rien à signaler.
MMB1036,2017-10-15,55.10,133.82,Rien à signaler.
MMB1038,2017-05-15,119.14,157.89,Condition normale pour la saison.
MMB1038,2017-06-15,187.09,160.18,Légère variabilité observée.
MMB1038,2017-07-15,170.57,143.48,Condition normale pour la saison.
MMB1038,2017-08-15,125.60,90.14,Condition normale pour la saison.
MMB1038,2017-09-15,62.58,79.06,Condition normale pour la saison.
MMB1038,2017-10-15,139.69,92.01,Rien à signaler.
MMB1040,2017-05-15,166.65,79.55,Condition normale pour la saison.
MMB1040,2017-06-15,122.18,153.93,Rien à signaler.
MMB1040,2017-07-15,115.81,187.57,Condition normale pour la saison.
MMB1040,2017-08-15,177.54,148.08,Légère variabilité observée.
MMB1040,2017-09-15,163.52,130.28,Légère variabilité observée.
MMB1040,2017-10-15,54.45,134.53,Condition normale pour la saison.
MMB1042,2017-05-15,140.23,88.12,Légère variabilité observée.
MMB1042,2017-06-15,108.30,54.01,Condition normale pour la saison.
MMB1042,2017-07-15,59.33,190.82,Rien à signaler.
MMB1042,2017-08-15,187.25,51.37,Condition normale pour la saison.
MMB1042,2017-09-15,139.82,144.26,Rien à signaler.
MMB1042,2017-10-15,186.96,72.47,Légère variabilité observée.
MMB1044,2017-05-15,98.62,119.10,Rien à signaler.
MMB1044,2017-06-15,93.66,166.01,Condition normale pour la saison.
MMB1044,2017-07-15,143.31,95.90,Rien à signaler.
MMB1044,2017-08-15,157.42,190.35,Condition normale pour la saison.
MMB1044,2017-09-15,97.64,104.87,Condition normale pour la saison.
MMB1044,2017-10-15,64.38,176.05,Condition normale pour la saison.
MMB1046,2017-05-15,69.26,57.94,Légère variabilité observée.
MMB1046,2017-06-15,64.43,197.10,Légère variabilité observée.
MMB1046,2017-07-15,151.18,93.44,Légère variabilité observée.
MMB1046,2017-08-15,126.77,131.79,Condition normale pour la saison.
MMB1046,2017-09-15,155.60,116.57,Condition normale pour la saison.
MMB1046,2017-10-15,142.41,174.38,Condition normale pour la saison.
MMB1048,2017-05-15,98.45,126.78,Condition normale pour la saison.
MMB1048,2017-06-15,77.77,160.34,Légère variabilité observée.
MMB1048,2017-07-15,88.33,186.58,Rien à signaler.
MMB1048,2017-08-15,123.00,149.94,Légère variabilité observée.
MMB1048,2017-09-15,188.33,199.79,Condition normale pour la saison.
MMB1048,2017-10-15,122.93,61.50,Condition normale pour la saison.
MMB1050,2017-05-15,157.74,162.85,Légère variabilité observée.
MMB1050,2017-06-15,183.14,79.27,Légère variabilité observée.
MMB1050,2017-07-15,198.07,101.69,Condition normale pour la saison.
MMB1050,2017-08-15,102.80,109.05,Rien à signaler.
MMB1050,2017-09-15,181.70,54.54,Légère variabilité observée.
MMB1050,2017-10-15,146.05,196.14,Rien à signaler.
MMB1052,2017-05-15,120.91,60.93,Légère variabilité observée.
MMB1052,2017-06-15,104.68,71.94,Condition normale pour la saison.
MMB1052,2017-07-15,88.57,61.02,Condition normale pour la saison.
MMB1052,2017-08-15,167.25,51.64,Condition normale pour la saison.
MMB1052,2017-09-15,118.06,91.49,Condition normale pour la saison.
MMB1052,2017-10-15,188.82,55.61,Condition normale pour la saison.
MMB1054,2017-05-15,199.22,183.93,Condition normale pour la saison.
MMB1054,2017-06-15,154.73,75.03,Légère variabilité observée.
MMB1054,2017-07-15,61.74,150.65,Rien à signaler.
MMB1054,2017-08-15,148.89,178.46,Légère variabilité observée.
MMB1054,2017-09-15,161.80,168.90,Rien à signaler.
MMB1054,2017-10-15,124.86,176.94,Rien à signaler.
MMB1056,2017-05-15,126.99,82.38,Condition normale pour la saison.
MMB1056,2017-06-15,75.69,155.23,Condition normale pour la saison.
MMB1056,2017-07-15,148.80,60.09,Rien à signaler.
MMB1056,2017-08-15,79.33,163.87,Légère variabilité observée.
MMB1056,2017-09-15,175.99,72.30,Condition normale pour la saison.
MMB1056,2017-10-15,80.17,173.07,Légère variabilité observée.
MMB1058,2017-05-15,99.10,177.32,Légère variabilité observée.
MMB1058,2017-06-15,185.87,154.58,Condition normale pour la saison.
MMB1058,2017-07-15,111.61,98.74,Rien à signaler.
MMB1058,2017-08-15,163.18,113.02,Condition normale pour la saison.
MMB1058,2017-09-15,55.74,90.38,Légère variabilité observée.
MMB1058,2017-10-15,137.70,126.48,Légère variabilité observée.
MMB1060,2017-05-15,88.74,59.90,Condition normale pour la saison.
MMB1060,2017-06-15,134.90,129.88,Rien à signaler.
MMB1060,2017-07-15,193.97,112.91,Condition normale pour la saison.
MMB1060,2017-08-15,72.88,72.00,Condition normale pour la saison.
MMB1060,2017-09-15,148.77,99.09,Condition normale pour la saison.
MMB1060,2017-10-15,76.12,79.33,Condition normale pour la saison.
MMB1062,2017-05-15,94.73,129.96,Condition normale pour la saison.
MMB1062,2017-06-15,103.87,112.47,Condition normale pour la saison.
MMB1062,2017-07-15,110.08,165.48,Condition normale pour la saison.
MMB1062,2017-08-15,78.13,182.35,Condition normale pour la saison.
MMB1062,2017-09-15,83.90,58.54,Condition normale pour la saison.
MMB1062,2017-10-15,90.13,197.69,Condition normale pour la saison.
MMB1064,2017-05-15,75.00,185.43,Condition normale pour la saison.
MMB1064,2017-06-15,179.16,160.55,Rien à signaler.
MMB1064,2017-07-15,174.32,107.10,Rien à signaler.
MMB1064,2017-08-15,199.02,85.94,Condition normale pour la saison.
MMB1064,2017-09-15,151.00,180.04,Condition normale pour la saison.
MMB1064,2017-10-15,156.00,94.26,Légère variabilité observée.
MMB1066,2017-05-15,103.03,172.48,Condition normale pour la saison.
MMB1066,2017-06-15,161.36,129.55,Condition normale pour la saison.
MMB1066,2017-07-15,130.50,149.81,Légère variabilité observée.
MMB1066,2017-08-15,195.33,57.51,Condition normale pour la saison.
MMB1066,2017-09-15,60.33,155.61,Rien à signaler.
MMB1066,2017-10-15,158.58,147.85,Condition normale pour la saison.
MMB1068,2017-05-15,121.72,108.99,Rien à signaler.
MMB1068,2017-06-15,193.09,190.12,Condition normale pour la saison.
MMB1068,2017-07-15,60.87,108.78,Légère variabilité observée.
MMB1068,2017-08-15,197.97,108.93,Rien à signaler.
MMB1068,2017-09-15,80.23,103.03,Condition normale pour la saison.
MMB1068,2017-10-15,104.25,152.56,Légère variabilité observée.
MMB1070,2017-05-15,107.06,57.91,Légère variabilité observée.
MMB1070,2017-06-15,80.66,55.17,Condition normale pour la saison.
MMB1070,2017-07-15,175.58,153.96,Légère variabilité observée.
MMB1070,2017-08-15,97.96,128.72,Condition normale pour la saison.
MMB1070,2017-09-15,168.18,182.91,Condition normale pour la saison.
MMB1070,2017-10-15,71.80,187.43,Condition normale pour la saison.
MMB1072,2017-05-15,133.61,118.40,Rien à signaler.
MMB1072,2017-06-15,159.97,141.88,Condition normale pour la saison.
MMB1072,2017-07-15,95.45,83.90,Condition normale pour la saison.
MMB1072,2017-08-15,96.80,91.11,Légère variabilité observée.
MMB1072,2017-09-15,81.42,124.35,Rien à signaler.
MMB1072,2017-10-15,117.58,181.15,Légère variabilité observée.
MMB1074,2017-05-15,133.62,100.61,Condition normale pour la saison.
MMB1074,2017-06-15,174.93,189.78,Condition normale pour la saison.
MMB1074,2017-07-15,140.39,106.02,Condition normale pour la saison.
MMB1074,2017-08-15,88.31,183.04,Condition normale pour la saison.
MMB1074,2017-09-15,184.40,121.24,Condition normale pour la saison.
MMB1074,2017-10-15,175.05,122.47,Légère variabilité observée.
MMB1076,2017-05-15,121.90,56.49,Légère variabilité observée.
MMB1076,2017-06-15,93.08,150.72,Condition normale pour la saison.
MMB1076,2017-07-15,130.15,90.24,Condition normale pour la saison.
MMB1076,2017-08-15,67.14,121.88,Rien à signaler.
MMB1076,2017-09-15,54.32,63.93,Légère variabilité observée.
MMB1076,2017-10-15,110.84,155.59,Condition normale pour la saison.
MMB1078,2017-05-15,54.37,199.91,Rien à signaler.
MMB1078,2017-06-15,109.70,139.40,Condition normale pour la saison.
MMB1078,2017-07-15,153.65,159.43,Condition normale pour la saison.
MMB1078,2017-08-15,63.20,173.61,Condition normale pour la saison.
MMB1078,2017-09-15,71.41,129.42,Condition normale pour la saison.
MMB1078,2017-10-15,96.28,106.75,Légère variabilité observée.
MMB1080,2017-05-15,69.29,116.60,Condition normale pour la saison.
MMB1080,2017-06-15,171.09,162.53,Rien à signaler.
MMB1080,2017-07-15,67.94,111.64,Condition normale pour la saison.
MMB1080,2017-08-15,93.18,77.60,Condition normale pour la saison.
MMB1080,2017-09-15,161.02,138.93,Rien à signaler.
MMB1080,2017-10-15,135.92,84.12,Condition normale pour la saison.
MMB1082,2017-05-15,127.50,84.83,Condition normale pour la saison.
MMB1082,2017-06-15,134.22,141.59,Condition normale pour la saison.
MMB1082,2017-07-15,182.51,131.27,Légère variabilité observée.
MMB1082,2017-08-15,155.80,180.43,Rien à signaler.
MMB1082,2017-09-15,57.74,155.89,Condition normale pour la saison.
MMB1082,2017-10-15,78.56,57.80,Condition normale pour la saison.
MMB1084,2017-05-15,58.87,108.97,Condition normale pour la saison.
MMB1084,2017-06-15,153.88,186.92,Rien à signaler.
MMB1084,2017-07-15,122.63,185.66,Condition normale pour la saison.
MMB1084,2017-08-15,178.93,167.39,Rien à signaler.
MMB1084,2017-09-15,150.98,54.85,Condition normale pour la saison.
MMB1084,2017-10-15,162.57,171.65,Condition normale pour la saison.
MMB1086,2017-05-15,50.95,158.77,Rien à signaler.
MMB1086,2017-06-15,74.54,85.14,Rien à signaler.
MMB1086,2017-07-15,74.74,172.21,Rien à signaler.
MMB1086,2017-08-15,94.71,103.00,Rien à signaler.
MMB1086,2017-09-15,104.48,133.38,Légère variabilité observée.
MMB1086,2017-10-15,118.15,173.91,Condition normale pour la saison.
MMB1088,2017-05-15,110.42,59.32,Condition normale pour la saison.
MMB1088,2017-06-15,136.10,141.19,Rien à signaler.
MMB1088,2017-07-15,120.67,140.62,Rien à signaler.
MMB1088,2017-08-15,198.24,158.08,Légère variabilité observée.
MMB1088,2017-09-15,112.81,187.57,Rien à signaler.
MMB1088,2017-10-15,126.19,81.78,Rien à signaler.
MMB1090,2017-05-15,172.61,179.29,Condition normale pour la saison.
MMB1090,2017-06-15,199.07,131.10,Légère variabilité observée.
MMB1090,2017-07-15,98.96,58.72,Rien à signaler.
MMB1090,2017-08-15,198.09,111.85,Légère variabilité observée.
MMB1090,2017-09-15,71.91,190.91,Condition normale pour la saison.
MMB1090,2017-10-15,158.84,194.12,Condition normale pour la saison.
MMB1092,2017-05-15,165.44,99.55,Rien à signaler.
MMB1092,2017-06-15,167.63,116.29,Condition normale pour la saison.
MMB1092,2017-07-15,104.12,129.75,Légère variabilité observée.
MMB1092,2017-08-15,159.35,127.10,Légère variabilité observée.
MMB1092,2017-09-15,112.43,99.17,Légère variabilité observée.
MMB1092,2017-10-15,184.48,140.06,Rien à signaler.
MMB1094,2017-05-15,94.98,142.73,Rien à signaler.
MMB1094,2017-06-15,139.15,152.88,Légère variabilité observée.
MMB1094,2017-07-15,182.02,71.56,Légère variabilité observée.
MMB1094,2017-08-15,176.50,177.75,Rien à signaler.
MMB1094,2017-09-15,181.67,159.64,Légère variabilité observée.
MMB1094,2017-10-15,134.51,169.08,Condition normale pour la saison.
MMB1096,2017-05-15,164.25,108.47,Condition normale pour la saison.
MMB1096,2017-06-15,74.42,69.19,Condition normale pour la saison.
MMB1096,2017-07-15,135.86,123.65,Rien à signaler.
MMB1096,2017-08-15,106.89,168.59,Condition normale pour la saison.
MMB1096,2017-09-15,193.59,139.47,Condition normale pour la saison.
MMB1096,2017-10-15,121.78,106.58,Condition normale pour la saison.
MMB1098,2017-05-15,115.02,50.16,Rien à signaler.
MMB1098,2017-06-15,182.04,169.88,Légère variabilité observée.
MMB1098,2017-07-15,85.96,72.12,Condition normale pour la saison.
MMB1098,2017-08-15,126.12,166.18,Condition normale pour la saison.
MMB1098,2017-09-15,170.29,89.24,Condition normale pour la saison.
MMB1098,2017-10-15,55.71,170.69,Condition normale pour la saison.
MMB1100,2017-05-15,131.30,87.84,Rien à signaler.
MMB1100,2017-06-15,62.52,88.66,Légère variabilité observée.
MMB1100,2017-07-15,172.58,167.58,Rien à signaler.
MMB1100,2017-08-15,95.41,195.80,Rien à signaler.
MMB1100,2017-09-15,118.13,111.88,Rien à signaler.
MMB1100,2017-10-15,60.22,143.72,Rien à signaler.
MMB2002,2017-05-15,152.27,159.26,Condition normale pour la saison.
MMB2002,2017-06-15,72.92,140.35,Légère variabilité observée.
MMB2002,2017-07-15,190.64,89.99,Condition normale pour la saison.
MMB2002,2017-08-15,72.82,108.59,Rien à signaler.
MMB2002,2017-09-15,76.78,191.31,Condition normale pour la saison.
MMB2002,2017-10-15,63.49,88.85,Rien à signaler.
MMB2004,2017-05-15,83.35,107.33,Condition normale pour la saison.
MMB2004,2017-06-15,96.32,69.98,Rien à signaler.
MMB2004,2017-07-15,116.70,50.52,Condition normale pour la saison.
MMB2004,2017-08-15,125.39,50.10,Rien à signaler.
MMB2004,2017-09-15,81.25,126.67,Condition normale pour la saison.
MMB2004,2017-10-15,165.12,152.26,Condition normale pour la saison.
MMB2006,2017-05-15,82.18,148.04,Condition normale pour la saison.
MMB2006,2017-06-15,99.55,63.10,Condition normale pour la saison.
MMB2006,2017-07-15,187.59,99.83,Condition normale pour la saison.
MMB2006,2017-08-15,153.17,89.94,Condition normale pour la saison.
MMB2006,2017-09-15,182.15,169.73,Légère variabilité observée.
MMB2006,2017-10-15,183.32,128.84,Légère variabilité observée.
MMB2008,2017-05-15,160.46,124.18,Condition normale pour la saison.
MMB2008,2017-06-15,131.72,79.54,Condition normale pour la saison.
MMB2008,2017-07-15,86.49,105.65,Condition normale pour la saison.
MMB2008,2017-08-15,143.63,184.19,Rien à signaler.
MMB2008,2017-09-15,109.58,106.25,Légère variabilité observée.
MMB2008,2017-10-15,125.81,155.93,Légère variabilité observée.
MMB2010,2017-05-15,72.52,93.15,Condition normale pour la saison.
MMB2010,2017-06-15,69.72,170.53,Condition normale pour la saison.
MMB2010,2017-07-15,188.71,67.07,Légère variabilité observée.
MMB2010,2017-08-15,60.92,98.73,Légère variabilité observée.
MMB2010,2017-09-15,171.66,133.32,Légère variabilité observée.
MMB2010,2017-10-15,178.95,94.24,Condition normale pour la saison.
MMB2012,2017-05-15,54.25,187.73,Condition normale pour la saison.
MMB2012,2017-06-15,147.47,164.51,Rien à signaler.
MMB2012,2017-07-15,178.80,136.06,Légère variabilité observée.
MMB2012,2017-08-15,146.24,130.64,Condition normale pour la saison.
MMB2012,2017-09-15,139.86,115.93,Rien à signaler.
MMB2012,2017-10-15,171.96,162.87,Condition normale pour la saison.
MMB2014,2017-05-15,162.33,118.88,Condition normale pour la saison.
MMB2014,2017-06-15,102.10,178.19,Rien à signaler.
MMB2014,2017-07-15,51.25,79.81,Légère variabilité observée.
MMB2014,2017-08-15,51.97,193.25,Condition normale pour la saison.
MMB2014,2017-09-15,171.10,130.86,Condition normale pour la saison.
MMB2014,2017-10-15,90.17,138.52,Légère variabilité observée.
MMB2016,2017-05-15,97.31,61.18,Condition normale pour la saison.
MMB2016,2017-06-15,167.96,180.78,Condition normale pour la saison.
MMB2016,2017-07-15,62.02,159.53,Condition normale pour la saison.
MMB2016,2017-08-15,105.17,62.85,Légère variabilité observée.
MMB2016,2017-09-15,68.32,113.30,Légère variabilité observée.
MMB2016,2017-10-15,122.32,105.79,Rien à signaler.
MMB2018,2017-05-15,171.22,71.75,Condition normale pour la saison.
MMB2018,2017-06-15,89.81,109.47,Condition normale pour la saison.
MMB2018,2017-07-15,63.78,86.73,Légère variabilité observée.
MMB2018,2017-08-15,174.58,143.54,Légère variabilité observée.
MMB2018,2017-09-15,109.45,190.79,Condition normale pour la saison.
MMB2018,2017-10-15,67.23,97.78,Condition normale pour la saison.
MMB2020,2017-05-15,111.91,146.34,Condition normale pour la saison.
MMB2020,2017-06-15,172.59,92.68,Condition normale pour la saison.
MMB2020,2017-07-15,138.77,62.03,Rien à signaler.
MMB2020,2017-08-15,163.47,127.63,Rien à signaler.
MMB2020,2017-09-15,120.74,130.79,Légère variabilité observée.
MMB2020,2017-10-15,135.48,53.96,Condition normale pour la saison.
MMB2022,2017-05-15,53.44,69.11,Rien à signaler.
MMB2022,2017-06-15,174.82,178.49,Condition normale pour la saison.
MMB2022,2017-07-15,67.53,125.52,Rien à signaler.
MMB2022,2017-08-15,198.63,160.58,Condition normale pour la saison.
MMB2022,2017-09-15,192.85,92.81,Rien à signaler.
MMB2022,2017-10-15,179.86,181.82,Condition normale pour la saison.
MMB2024,2017-05-15,50.43,132.27,Condition normale pour la saison.
MMB2024,2017-06-15,116.65,75.79,Condition normale pour la saison.
MMB2024,2017-07-15,168.35,161.54,Légère variabilité observée.
MMB2024,2017-08-15,60.08,136.56,Condition normale pour la saison.
MMB2024,2017-09-15,144.79,85.57,Condition normale pour la saison.
MMB2024,2017-10-15,123.12,150.73,Condition normale pour la saison.
MMB2026,2017-05-15,59.35,189.06,Condition normale pour la saison.
MMB2026,2017-06-15,193.33,102.93,Rien à signaler.
MMB2026,2017-07-15,131.26,81.03,Légère variabilité observée.
MMB2026,2017-08-15,141.98,58.28,Condition normale pour la saison.
MMB2026,2017-09-15,169.25,168.70,Condition normale pour la saison.
MMB2026,2017-10-15,147.04,52.64,Condition normale pour la saison.
MMB2028,2017-05-15,145.45,165.78,Condition normale pour la saison.
MMB2028,2017-06-15,84.26,69.13,Condition normale pour la saison.
MMB2028,2017-07-15,123.67,171.95,Condition normale pour la saison.
MMB2028,2017-08-15,191.12,86.37,Rien à signaler.
MMB2028,2017-09-15,53.01,194.55,Légère variabilité observée.
MMB2028,2017-10-15,179.79,144.96,Condition normale pour la saison.
MMB2030,2017-05-15,167.58,167.44,Condition normale pour la saison.
MMB2030,2017-06-15,87.66,141.66,Condition normale pour la saison.
MMB2030,2017-07-15,192.22,191.52,Condition normale pour la saison.
MMB2030,2017-08-15,192.28,112.93,Condition normale pour la saison.
MMB2030,2017-09-15,111.96,135.86,Condition normale pour la saison.
MMB2030,2017-10-15,152.15,148.29,Rien à signaler.
MMB2032,2017-05-15,122.50,134.34,Légère variabilité observée.
MMB2032,2017-06-15,171.60,140.55,Rien à signaler.
MMB2032,2017-07-15,146.55,57.67,Condition normale pour la saison.
MMB2032,2017-08-15,76.02,160.83,Rien à signaler.
MMB2032,2017-09-15,175.46,95.16,Condition normale pour la saison.
MMB2032,2017-10-15,181.01,87.46,Condition normale pour la saison.
MMB2034,2017-05-15,175.62,158.62,Condition normale pour la saison.
MMB2034,2017-06-15,138.94,169.93,Condition normale pour la saison.
MMB2034,2017-07-15,166.19,165.00,Condition normale pour la saison.
MMB2034,2017-08-15,129.86,120.04,Légère variabilité observée.
MMB2034,2017-09-15,110.94,173.94,Condition normale pour la saison.
MMB2034,2017-10-15,106.56,50.91,Légère variabilité observée.
MMB2036,2017-05-15,161.66,163.67,Condition normale pour la saison.
MMB2036,2017-06-15,54.49,81.42,Légère variabilité observée.
MMB2036,2017-07-15,123.06,128.20,Rien à signaler.
MMB2036,2017-08-15,191.53,197.27,Rien à signaler.
MMB2036,2017-09-15,168.53,54.29,Légère variabilité observée.
MMB2036,2017-10-15,50.09,151.33,Légère variabilité observée.
MMB2038,2017-05-15,85.50,197.18,Légère variabilité observée.
MMB2038,2017-06-15,112.93,124.48,Légère variabilité observée.
MMB2038,2017-07-15,174.15,67.57,Condition normale pour la saison.
MMB2038,2017-08-15,182.56,119.99,Condition normale pour la saison.
MMB2038,2017-09-15,153.03,149.67,Condition normale pour la saison.
MMB2038,2017-10-15,62.71,103.40,Légère variabilité observée.
MMB2040,2017-05-15,145.75,101.85,Condition normale pour la saison.
MMB2040,2017-06-15,59.82,177.52,Légère variabilité observée.
MMB2040,2017-07-15,116.65,140.27,Condition normale pour la saison.
MMB2040,2017-08-15,89.11,199.75,Légère variabilité observée.
MMB2040,2017-09-15,180.74,188.51,Légère variabilité observée.
MMB2040,2017-10-15,152.09,73.18,Condition normale pour la saison.
MMB2042,2017-05-15,145.11,62.34,Légère variabilité observée.
MMB2042,2017-06-15,183.81,85.80,Condition normale pour la saison.
MMB2042,2017-07-15,59.06,74.27,Rien à signaler.
MMB2042,2017-08-15,74.57,169.92,Condition normale pour la saison.
MMB2042,2017-09-15,130.08,168.90,Rien à signaler.
MMB2042,2017-10-15,72.01,68.36,Condition normale pour la saison.
MMB2044,2017-05-15,96.95,181.22,Rien à signaler.
MMB2044,2017-06-15,50.30,199.08,Condition normale pour la saison.
MMB2044,2017-07-15,114.68,98.92,Condition normale pour la saison.
MMB2044,2017-08-15,104.00,68.69,Légère variabilité observée.
MMB2044,2017-09-15,175.52,151.32,Condition normale pour la saison.
MMB2044,2017-10-15,124.74,181.74,Rien à signaler.
MMB2046,2017-05-15,181.60,133.09,Condition normale pour la saison.
MMB2046,2017-06-15,176.89,69.59,Légère variabilité observée.
MMB2046,2017-07-15,169.27,197.80,Condition normale pour la saison.
MMB2046,2017-08-15,158.33,139.11,Rien à signaler.
MMB2046,2017-09-15,133.56,181.94,Condition normale pour la saison.
MMB2046,2017-10-15,163.56,129.04,Condition normale pour la saison.
MMB2048,2017-05-15,69.71,147.32,Condition normale pour la saison.
MMB2048,2017-06-15,152.63,120.38,Condition normale pour la saison.
MMB2048,2017-07-15,77.68,131.18,Condition normale pour la saison.
MMB2048,2017-08-15,136.07,66.03,Condition normale pour la saison.
MMB2048,2017-09-15,157.81,142.00,Condition normale pour la saison.
MMB2048,2017-10-15,64.91,70.69,Rien à signaler.
MMB2050,2017-05-15,183.98,186.60,Condition normale pour la saison.
MMB2050,2017-06-15,130.69,97.14,Condition normale pour la saison.
MMB2050,2017-07-15,169.37,187.66,Condition normale pour la saison.
MMB2050,2017-08-15,112.72,134.71,Condition normale pour la saison.
MMB2050,2017-09-15,113.97,118.19,Condition normale pour la saison.
MMB2050,2017-10-15,130.52,59.49,Condition normale pour la saison.
MMB2052,2017-05-15,168.71,188.30,Condition normale pour la saison.
MMB2052,2017-06-15,177.89,108.39,Condition normale pour la saison.
MMB2052,2017-07-15,116.95,120.50,Légère variabilité observée.
MMB2052,2017-08-15,158.94,145.47,Légère variabilité observée.
MMB2052,2017-09-15,179.32,133.11,Légère variabilité observée.
MMB2052,2017-10-15,133.13,173.83,Condition normale pour la saison.
MMB2054,2017-05-15,120.46,154.95,Condition normale pour la saison.
MMB2054,2017-06-15,78.94,113.44,Condition normale pour la saison.
MMB2054,2017-07-15,114.59,110.11,Légère variabilité observée.
MMB2054,2017-08-15,186.29,148.16,Condition normale pour la saison.
MMB2054,2017-09-15,95.89,166.03,Rien à signaler.
MMB2054,2017-10-15,189.12,75.17,Rien à signaler.
MMB2056,2017-05-15,86.35,128.66,Légère variabilité observée.
MMB2056,2017-06-15,100.40,112.84,Condition normale pour la saison.
MMB2056,2017-07-15,151.05,68.73,Condition normale pour la saison.
MMB2056,2017-08-15,110.12,122.62,Rien à signaler.
MMB2056,2017-09-15,131.22,73.94,Condition normale pour la saison.
MMB2056,2017-10-15,196.47,53.01,Condition normale pour la saison.
MMB2058,2017-05-15,116.05,58.28,Légère variabilité observée.
MMB2058,2017-06-15,117.52,100.14,Condition normale pour la saison.
MMB2058,2017-07-15,187.70,198.87,Condition normale pour la saison.
MMB2058,2017-08-15,129.30,98.75,Rien à signaler.
MMB2058,2017-09-15,190.99,88.19,Condition normale pour la saison.
MMB2058,2017-10-15,127.86,137.98,Condition normale pour la saison.
MMB2060,2017-05-15,118.97,119.22,Condition normale pour la saison.
MMB2060,2017-06-15,147.80,144.64,Condition normale pour la saison.
MMB2060,2017-07-15,142.80,71.48,Légère variabilité observée.
MMB2060,2017-08-15,74.76,90.46,Condition normale pour la saison.
MMB2060,2017-09-15,198.45,105.18,Condition normale pour la saison.
MMB2060,2017-10-15,79.34,100.57,Légère variabilité observée.
MMB2062,2017-05-15,91.68,64.75,Légère variabilité observée.
MMB2062,2017-06-15,189.88,147.87,Rien à signaler.
MMB2062,2017-07-15,134.51,152.95,Rien à signaler.
MMB2062,2017-08-15,105.84,99.44,Rien à signaler.
MMB2062,2017-09-15,125.48,66.00,Condition normale pour la saison.
MMB2062,2017-10-15,142.13,143.08,Condition normale pour la saison.
MMB2064,2017-05-15,131.72,87.92,Condition normale pour la saison.
MMB2064,2017-06-15,82.96,177.18,Légère variabilité observée.
MMB2064,2017-07-15,114.91,153.30,Légère variabilité observée.
MMB2064,2017-08-15,194.16,95.86,Condition normale pour la saison.
MMB2064,2017-09-15,153.05,149.37,Condition normale pour la saison.
MMB2064,2017-10-15,119.29,78.82,Condition normale pour la saison.
MMB2066,2017-05-15,69.47,151.63,Condition normale pour la saison.
MMB2066,2017-06-15,175.42,127.92,Condition normale pour la saison.
MMB2066,2017-07-15,69.13,106.11,Condition normale pour la saison.
MMB2066,2017-08-15,112.61,130.65,Légère variabilité observée.
MMB2066,2017-09-15,112.78,66.05,Condition normale pour la saison.
MMB2066,2017-10-15,137.38,140.30,Condition normale pour la saison.
MMB2068,2017-05-15,50.80,130.23,Condition normale pour la saison.
MMB2068,2017-06-15,162.32,120.59,Condition normale pour la saison.
MMB2068,2017-07-15,135.83,87.59,Condition normale pour la saison.
MMB2068,2017-08-15,98.60,145.88,Légère variabilité observée.
MMB2068,2017-09-15,122.18,186.95,Condition normale pour la saison.
MMB2068,2017-10-15,188.18,143.80,Condition normale pour la saison.
MMB2070,2017-05-15,185.02,94.96,Légère variabilité observée.
MMB2070,2017-06-15,82.34,124.58,Légère variabilité observée.
MMB2070,2017-07-15,54.99,164.64,Condition normale pour la saison.
MMB2070,2017-08-15,98.17,125.84,Rien à signaler.
MMB2070,2017-09-15,59.04,55.88,Légère variabilité observée.
MMB2070,2017-10-15,173.81,64.50,Condition normale pour la saison.
MMB2072,2017-05-15,119.51,120.18,Condition normale pour la saison.
MMB2072,2017-06-15,64.97,159.74,Condition normale pour la saison.
MMB2072,2017-07-15,185.76,78.06,Condition normale pour la saison.
MMB2072,2017-08-15,82.47,72.10,Légère variabilité observée.
MMB2072,2017-09-15,198.31,96.48,Légère variabilité observée.
MMB2072,2017-10-15,50.20,116.86,Légère variabilité observée.
MMB2074,2017-05-15,84.53,97.93,Condition normale pour la saison.
MMB2074,2017-06-15,117.38,97.92,Condition normale pour la saison.
MMB2074,2017-07-15,127.73,115.80,Condition normale pour la saison.
MMB2074,2017-08-15,172.88,127.46,Rien à signaler.
MMB2074,2017-09-15,86.87,93.39,Rien à signaler.
MMB2074,2017-10-15,149.60,188.37,Rien à signaler.
MMB2076,2017-05-15,111.71,162.06,Condition normale pour la saison.
MMB2076,2017-06-15,142.45,62.12,Condition normale pour la saison.
MMB2076,2017-07-15,168.58,165.95,Condition normale pour la saison.
MMB2076,2017-08-15,59.60,196.24,Légère variabilité observée.
MMB2076,2017-09-15,50.82,88.17,Condition normale pour la saison.
MMB2076,2017-10-15,128.28,122.19,Légère variabilité observée.
MMB2078,2017-05-15,127.18,75.17,Condition normale pour la saison.
MMB2078,2017-06-15,80.95,171.93,Légère variabilité observée.
MMB2078,2017-07-15,137.40,152.73,Condition normale pour la saison.
MMB2078,2017-08-15,50.37,141.10,Légère variabilité observée.
MMB2078,2017-09-15,161.26,100.71,Condition normale pour la saison.
MMB2078,2017-10-15,94.58,184.29,Légère variabilité observée.
MMB2080,2017-05-15,72.11,74.86,Rien à signaler.
MMB2080,2017-06-15,130.54,110.09,Légère variabilité observée.
MMB2080,2017-07-15,189.20,180.49,Condition normale pour la saison.
MMB2080,2017-08-15,57.76,63.84,Légère variabilité observée.
MMB2080,2017-09-15,158.71,56.85,Condition normale pour la saison.
