id,id_plant,date_eco,note
1707,MCC9125,2025-08-21,Signes de stress hydrique
1708,MCC9125,2025-10-14,Feuilles abîmées
1709,MCC9125,2025-10-13,Plante en bonne santé
1710,MCB2639,2025-07-28,Plante en bonne santé
1711,MCA9906,2025-10-12,Croissance rapide
1712,MCB3351,2025-09-09,Croissance rapide
1713,MCA1226,2025-12-23,Signes de stress hydrique
1714,MCA1226,2025-07-16,Feuilles abîmées
1715,MCA1226,2025-12-03,Insectes observés
1716,MCC8369,2025-07-19,Signes de stress hydrique
1717,MCC8369,2025-07-14,Croissance rapide
1718,MCC8369,2025-11-12,Signes de stress hydrique
1719,MCC8369,2025-07-10,Feuilles abîmées
1720,MCB5070,2025-09-21,Croissance rapide
1721,MCB5070,2025-10-26,Insectes observés
1722,MCB5070,2025-07-10,Feuilles abîmées
1723,MCB5070,2025-09-16,Insectes observés
1724,MCC1544,2025-09-13,Signes de stress hydrique
1725,MCC1544,2025-06-22,Insectes observés
1726,MCC1544,2025-06-08,Feuilles abîmées
1727,MCC1544,2025-06-25,Croissance rapide
1728,MCC9916,2025-08-22,Feuilles abîmées
1729,MCC9916,2025-12-28,Insectes observés
1730,MCC9916,2025-09-13,Feuilles abîmées
1731,MCC9255,2025-12-23,Plante en bonne santé
1732,MCC9255,2025-08-04,Plante en bonne santé
1733,MCB4211,2025-10-12,Signes de stress hydrique
1734,MCB4211,2025-12-27,Plante en bonne santé
1735,MCB4211,2025-07-28,Signes de stress hydrique
1736,MCB4211,2025-12-04,Croissance rapide
1737,MCB4211,2025-12-24,Insectes observés
1738,MCC1789,2025-11-08,Feuilles abîmées
1739,MCA9815,2025-12-29,Feuilles abîmées
1740,MCA9815,2025-06-25,Croissance rapide
1741,MCA9815,2025-10-13,Signes de stress hydrique
1742,MCA9815,2025-09-25,Feuilles abîmées
1743,MCA9815,2025-08-16,Croissance rapide
1744,MCA0207,2025-10-13,Insectes observés
1745,MCA0207,2025-08-26,Plante en bonne santé
1746,MCA0207,2025-12-23,Plante en bonne santé
1747,MCA0207,2025-06-24,Signes de stress hydrique
1748,MCC8644,2025-09-26,Feuilles abîmées
1749,MCC8644,2025-09-20,Plante en bonne santé
1750,MCC8644,2025-08-02,Croissance rapide
1751,MCC8644,2025-08-30,Plante en bonne santé
1752,MCC8644,2025-10-17,Plante en bonne santé
1753,MCB2188,2025-12-18,Insectes observés
1754,MCB2188,2025-12-19,Croissance rapide
1755,MCB2188,2025-10-24,Plante en bonne santé
1756,MCB2188,2025-07-13,Signes de stress hydrique
1757,MCB4007,2025-09-28,Croissance rapide
1758,MCB4007,2025-12-02,Croissance rapide
1759,MCB4007,2025-12-09,Feuilles abîmées
1760,MCA3006,2025-09-24,Croissance rapide
1761,MCA3006,2025-10-17,Signes de stress hydrique
1762,MCA3006,2025-09-12,Croissance rapide
1763,MCA2711,2025-07-26,Feuilles abîmées
1764,MCA4057,2025-09-07,Plante en bonne santé
1765,MCA4057,2025-11-10,Feuilles abîmées
1766,MCA4057,2025-11-06,Feuilles abîmées
1767,MCA4057,2025-11-03,Insectes observés
1768,MCB6927,2025-08-26,Signes de stress hydrique
1769,MCA1626,2025-12-29,Signes de stress hydrique
1770,MCA1626,2025-11-01,Plante en bonne santé
1771,MCA9868,2025-12-17,Insectes observés
1772,MCA9868,2025-10-04,Croissance rapide
1773,MCA9868,2025-11-09,Signes de stress hydrique
1774,MCA9868,2025-12-12,Insectes observés
1775,MCB0774,2025-06-11,Feuilles abîmées
1776,MCC6359,2025-12-20,Plante en bonne santé
1777,MCC6359,2025-09-22,Insectes observés
1778,MCC6359,2025-10-25,Feuilles abîmées
1779,MCA1690,2025-10-20,Insectes observés
1780,MCA1690,2025-10-18,Signes de stress hydrique
1781,MCB3513,2025-09-08,Insectes observés
1782,MCB3513,2025-08-18,Croissance rapide
1783,MCB3513,2025-11-22,Signes de stress hydrique
1784,MCA2725,2025-10-19,Signes de stress hydrique
1785,MCA2725,2025-06-13,Signes de stress hydrique
1786,MCA2725,2025-06-08,Plante en bonne santé
1787,MCC8461,2025-06-08,Signes de stress hydrique
1788,MCC8461,2025-09-19,Plante en bonne santé
1789,MCB3782,2025-06-04,Signes de stress hydrique
1790,MCA0362,2025-11-02,Signes de stress hydrique
1791,MCA0362,2025-06-07,Feuilles abîmées
1792,MCA0362,2025-10-26,Croissance rapide
1793,MCA0362,2025-07-14,Signes de stress hydrique
1794,MCA0362,2025-10-10,Signes de stress hydrique
1795,MCB8620,2025-08-23,Feuilles abîmées
1796,MCB8620,2025-07-30,Signes de stress hydrique
1797,MCB8620,2025-06-23,Feuilles abîmées
1798,MCB8620,2025-08-18,Plante en bonne santé
1799,MCB8620,2025-11-07,Feuilles abîmées
1800,MCA3760,2025-10-24,Feuilles abîmées
1801,MCA3760,2025-06-04,Feuilles abîmées
1802,MCA3760,2025-07-25,Feuilles abîmées
1803,MCA3760,2025-06-03,Signes de stress hydrique
1804,MCA3760,2025-11-29,Insectes observés
1805,MCC9788,2025-12-16,Plante en bonne santé
1806,MCC9788,2025-06-15,Croissance rapide
1807,MCC9788,2025-12-07,Plante en bonne santé
1808,MCC9788,2025-12-18,Croissance rapide
1809,MCC9788,2025-06-26,Croissance rapide
1810,MCB7523,2025-08-30,Signes de stress hydrique
1811,MCB7523,2025-07-06,Plante en bonne santé
1812,MCB7355,2025-06-04,Insectes observés
1813,MCB7355,2025-07-28,Feuilles abîmées
1814,MCB7355,2025-09-23,Croissance rapide
1815,MCB7355,2025-09-17,Feuilles abîmées
1816,MCB6614,2025-08-27,Croissance rapide
1817,MCB4313,2025-06-12,Croissance rapide
1818,MCB4313,2025-09-03,Signes de stress hydrique
1819,MCB4313,2025-07-28,Feuilles abîmées
1820,MCB4313,2025-09-19,Insectes observés
1821,MCC1411,2025-12-27,Feuilles abîmées
1822,MCC1411,2025-08-31,Insectes observés
1823,MCC1411,2025-12-16,Croissance rapide
1824,MCC1411,2025-06-09,Plante en bonne santé
1825,MCC1411,2025-07-10,Insectes observés
1826,MCC2381,2025-12-25,Plante en bonne santé
1827,MCC2381,2025-12-02,Croissance rapide
1828,MCC2381,2025-08-17,Signes de stress hydrique
1829,MCC2381,2025-07-15,Insectes observés
1830,MCB4212,2025-10-07,Insectes observés
1831,MCB4212,2025-07-11,Insectes observés
1832,MCC1324,2025-11-11,Insectes observés
1833,MCB3779,2025-08-07,Insectes observés
1834,MCB3779,2025-11-10,Croissance rapide
1835,MCB3779,2025-09-22,Insectes observés
1836,MCB3779,2025-07-25,Croissance rapide
1837,MCA9683,2025-07-04,Signes de stress hydrique
1838,MCA9683,2025-06-23,Croissance rapide
1839,MCC8269,2025-09-12,Plante en bonne santé
1840,MCC8269,2025-08-09,Croissance rapide
1841,MCC8269,2025-12-11,Plante en bonne santé
1842,MCC8269,2025-08-29,Signes de stress hydrique
1843,MCB8897,2025-11-23,Insectes observés
1844,MCB8897,2025-08-25,Insectes observés
1845,MCB8897,2025-09-14,Plante en bonne santé
1846,MCB8897,2025-07-29,Insectes observés
1847,MCA7074,2025-10-28,Feuilles abîmées
1848,MCA7074,2025-12-25,Plante en bonne santé
1849,MCA7074,2025-10-16,Plante en bonne santé
1850,MCA3966,2025-08-27,Plante en bonne santé
1851,MCA3966,2025-11-01,Croissance rapide
1852,MCA3966,2025-12-01,Plante en bonne santé
1853,MCA3966,2025-10-19,Plante en bonne santé
1854,MCA3966,2025-11-03,Plante en bonne santé
1855,MCA9818,2025-07-23,Croissance rapide
1856,MCA9818,2025-07-01,Plante en bonne santé
1857,MCA9818,2025-08-08,Plante en bonne santé
1858,MCA9818,2025-09-14,Plante en bonne santé
1859,MCA9818,2025-12-28,Croissance rapide
1860,MCB0148,2025-06-01,Plante en bonne santé
1861,MCB0148,2025-09-01,Croissance rapide
1862,MCC5857,2025-06-15,Feuilles abîmées
1863,MCC5857,2025-07-05,Signes de stress hydrique
1864,MCC4391,2025-08-23,Signes de stress hydrique
1865,MCC4391,2025-11-25,Signes de stress hydrique
1866,MCC4391,2025-07-31,Croissance rapide
1867,MCC4391,2025-07-15,Feuilles abîmées
1868,MCA0466,2025-10-18,Feuilles abîmées
1869,MCA0466,2025-06-28,Plante en bonne santé
1870,MCA0466,2025-09-28,Feuilles abîmées
1871,MCA0466,2025-07-11,Feuilles abîmées
1872,MCA3741,2025-08-06,Signes de stress hydrique
1873,MCA3741,2025-09-11,Signes de stress hydrique
1874,MCA3741,2025-09-16,Insectes observés
1875,MCA3741,2025-12-09,Croissance rapide
1876,MCA3741,2025-08-13,Insectes observés
1877,MCA6571,2025-10-17,Signes de stress hydrique
1878,MCB9239,2025-12-30,Signes de stress hydrique
1879,MCB9239,2025-11-26,Croissance rapide
1880,MCA4113,2025-11-28,Croissance rapide
1881,MCA4113,2025-11-23,Plante en bonne santé
1882,MCA8272,2025-12-01,Croissance rapide
1883,MCA8272,2025-12-14,Plante en bonne santé
1884,MCB6980,2025-09-02,Signes de stress hydrique
1885,MCC5564,2025-09-02,Signes de stress hydrique
1886,MCC5564,2025-08-31,Croissance rapide
1887,MCC5564,2025-09-21,Plante en bonne santé
1888,MCA0992,2025-09-30,Croissance rapide
1889,MCA0992,2025-09-16,Signes de stress hydrique
1890,MCA0992,2025-10-01,Signes de stress hydrique
1891,MCC5939,2025-07-07,Plante en bonne santé
1892,MCC5939,2025-09-27,Plante en bonne santé
1893,MCC3187,2025-11-30,Feuilles abîmées
1894,MCC3187,2025-07-08,Signes de stress hydrique
1895,MCC2257,2025-06-28,Insectes observés
1896,MCC3911,2025-12-15,Plante en bonne santé
1897,MCC3911,2025-07-12,Croissance rapide
1898,MCB0276,2025-06-30,Signes de stress hydrique
1899,MCC6612,2025-08-12,Feuilles abîmées
1900,MCC6612,2025-09-07,Plante en bonne santé
1901,MCC6612,2025-09-04,Signes de stress hydrique
1902,MCC6612,2025-10-30,Feuilles abîmées
1903,MCA8921,2025-09-08,Feuilles abîmées
1904,MCA8921,2025-07-23,Feuilles abîmées
1905,MCA8921,2025-10-17,Plante en bonne santé
1906,MCB7057,2025-09-17,Plante en bonne santé
1907,MCB7057,2025-08-09,Croissance rapide
1908,MCB7057,2025-06-06,Insectes observés
1909,MCB7057,2025-11-10,Signes de stress hydrique
1910,MCC9698,2025-08-07,Insectes observés
1911,MCC9698,2025-06-06,Croissance rapide
1912,MCC9698,2025-08-31,Croissance rapide
1913,MCC9698,2025-11-19,Signes de stress hydrique
1914,MCA3878,2025-06-14,Croissance rapide
1915,MCA3878,2025-10-08,Signes de stress hydrique
1916,MCA3878,2025-10-18,Plante en bonne santé
1917,MCA3878,2025-08-25,Plante en bonne santé
1918,MCA3878,2025-06-16,Plante en bonne santé
1919,MCB1560,2025-11-28,Insectes observés
1920,MCB1560,2025-09-23,Croissance rapide
1921,MCC3756,2025-08-07,Insectes observés
1922,MCC3756,2025-12-05,Insectes observés
1923,MCA6972,2025-11-30,Croissance rapide
1924,MCA6972,2025-06-22,Plante en bonne santé
1925,MCB3961,2025-07-12,Plante en bonne santé
1926,MCB3961,2025-10-08,Croissance rapide
1927,MCB3961,2025-12-28,Croissance rapide
1928,MCB3961,2025-12-23,Insectes observés
1929,MCA9244,2025-07-27,Plante en bonne santé
1930,MCA7869,2025-06-06,Insectes observés
1931,MCA7869,2025-10-24,Insectes observés
1932,MCA7869,2025-09-20,Croissance rapide
1933,MCB2998,2025-07-26,Insectes observés
1934,MCB2998,2025-07-25,Feuilles abîmées
1935,MCB2998,2025-11-04,Feuilles abîmées
1936,MCB2998,2025-06-20,Signes de stress hydrique
1937,MCA2496,2025-07-23,Feuilles abîmées
1938,MCA2496,2025-12-24,Plante en bonne santé
1939,MCA2496,2025-08-11,Insectes observés
1940,MCA2496,2025-09-30,Plante en bonne santé
1941,MCA2496,2025-10-25,Plante en bonne santé
1942,MCC1965,2025-12-25,Feuilles abîmées
1943,MCC1965,2025-11-23,Plante en bonne santé
1944,MCC1965,2025-08-27,Signes de stress hydrique
1945,MCC1965,2025-06-01,Feuilles abîmées
1946,MCC1965,2025-08-14,Signes de stress hydrique
1947,MCC7695,2025-11-13,Insectes observés
1948,MCC7695,2025-12-12,Plante en bonne santé
1949,MCA2724,2025-06-25,Insectes observés
1950,MCA2724,2025-06-28,Plante en bonne santé
1951,MCA2724,2025-09-05,Feuilles abîmées
1952,MCC8866,2025-06-23,Signes de stress hydrique
1953,MCB9345,2025-09-12,Insectes observés
1954,MCB9345,2025-12-26,Feuilles abîmées
1955,MCB9345,2025-08-09,Plante en bonne santé
1956,MCA5574,2025-08-05,Plante en bonne santé
1957,MCB9925,2025-09-08,Croissance rapide
1958,MCA2915,2025-07-05,Insectes observés
1959,MCC7641,2025-09-13,Croissance rapide
1960,MCC7641,2025-06-18,Signes de stress hydrique
1961,MCC7641,2025-08-31,Insectes observés
1962,MCC7641,2025-10-06,Plante en bonne santé
1963,MCC7641,2025-07-02,Plante en bonne santé
1964,MCA1570,2025-06-25,Feuilles abîmées
1965,MCA1570,2025-08-11,Feuilles abîmées
1966,MCB7026,2025-10-22,Insectes observés
1967,MCB8390,2025-06-22,Croissance rapide
1968,MCB8390,2025-10-04,Feuilles abîmées
1969,MCB8390,2025-06-16,Croissance rapide
1970,MCB2813,2025-07-17,Signes de stress hydrique
1971,MCA7706,2025-10-20,Signes de stress hydrique
1972,MCA7706,2025-08-20,Signes de stress hydrique
1973,MCA7706,2025-09-11,Plante en bonne santé
1974,MCA7706,2025-12-01,Signes de stress hydrique
1975,MCA7706,2025-06-07,Feuilles abîmées
1976,MCB2309,2025-11-25,Feuilles abîmées
1977,MCB2309,2025-07-23,Feuilles abîmées
1978,MCB2309,2025-08-09,Signes de stress hydrique
1979,MCB4054,2025-11-05,Feuilles abîmées
1980,MCB4054,2025-07-25,Plante en bonne santé
1981,MCB4054,2025-08-03,Croissance rapide
1982,MCB4054,2025-11-10,Signes de stress hydrique
1983,MCB4054,2025-08-28,Plante en bonne santé
1984,MCA1696,2025-12-12,Signes de stress hydrique
1985,MCA1696,2025-11-18,Croissance rapide
1986,MCA1696,2025-11-06,Plante en bonne santé
1987,MCA1696,2025-08-21,Insectes observés
1988,MCC6586,2025-12-08,Croissance rapide
1989,MCB9060,2025-07-13,Signes de stress hydrique
1990,MCB9060,2025-08-01,Feuilles abîmées
1991,MCB3550,2025-10-14,Signes de stress hydrique
1992,MCB3550,2025-08-11,Feuilles abîmées
1993,MCB3550,2025-09-17,Feuilles abîmées
1994,MCB3550,2025-06-05,Insectes observés
1995,MCB2274,2025-12-28,Signes de stress hydrique
1996,MCB2274,2025-11-03,Insectes observés
1997,MCA9510,2025-10-02,Insectes observés
1998,MCA9510,2025-07-10,Signes de stress hydrique
1999,MCA9510,2025-07-01,Feuilles abîmées
2000,MCA9510,2025-11-12,Feuilles abîmées
2001,MCA9510,2025-06-22,Feuilles abîmées
2002,MCB8770,2025-11-30,Croissance rapide
2003,MCB8770,2025-10-21,Plante en bonne santé
2004,MCB8770,2025-11-23,Feuilles abîmées
2005,MCB8770,2025-12-13,Insectes observés
2006,MCB8770,2025-07-29,Insectes observés
2007,MCC8467,2025-06-30,Plante en bonne santé
2008,MCC8467,2025-12-23,Insectes observés
2009,MCA9886,2025-10-03,Signes de stress hydrique
2010,MCA9886,2025-07-29,Signes de stress hydrique
2011,MCA9886,2025-09-16,Signes de stress hydrique
2012,MCC2395,2025-08-07,Croissance rapide
2013,MCC2395,2025-10-17,Signes de stress hydrique
2014,MCC2395,2025-10-21,Signes de stress hydrique
2015,MCC2395,2025-06-27,Plante en bonne santé
2016,MCC9499,2025-09-29,Insectes observés
2017,MCA7434,2025-12-30,Croissance rapide
2018,MCA7434,2025-09-20,Insectes observés
2019,MCC3795,2025-08-26,Feuilles abîmées
2020,MCC3795,2025-09-13,Plante en bonne santé
2021,MCC3795,2025-07-24,Plante en bonne santé
2022,MCB7077,2025-11-16,Insectes observés
2023,MCB7077,2025-12-01,Croissance rapide
2024,MCB7077,2025-07-11,Plante en bonne santé
2025,MCA0650,2025-06-13,Plante en bonne santé
2026,MCB9572,2025-08-29,Feuilles abîmées
2027,MCB9572,2025-12-20,Feuilles abîmées
2028,MCB9572,2025-10-19,Feuilles abîmées
2029,MCB8667,2025-07-03,Feuilles abîmées
2030,MCB8667,2025-11-07,Plante en bonne santé
2031,MCB8667,2025-11-01,Plante en bonne santé
2032,MCB8667,2025-08-21,Feuilles abîmées
2033,MCB5461,2025-10-09,Insectes observés
2034,MCB5461,2025-08-04,Feuilles abîmées
2035,MCB5461,2025-10-25,Signes de stress hydrique
2036,MCB5461,2025-09-01,Insectes observés
2037,MCB5461,2025-10-11,Croissance rapide
2038,MCC7349,2025-10-06,Insectes observés
2039,MCC7349,2025-07-02,Plante en bonne santé
2040,MCC7349,2025-11-04,Insectes observés
2041,MCC7349,2025-11-14,Signes de stress hydrique
2042,MCC4130,2025-12-24,Signes de stress hydrique
2043,MCC4130,2025-10-05,Insectes observés
2044,MCC4130,2025-11-30,Signes de stress hydrique
2045,MCC4130,2025-07-24,Signes de stress hydrique
2046,MCA8417,2025-07-16,Feuilles abîmées
2047,MCA8417,2025-10-18,Plante en bonne santé
2048,MCA8417,2025-09-03,Signes de stress hydrique
2049,MCA6767,2025-10-03,Feuilles abîmées
2050,MCA6767,2025-06-24,Croissance rapide
2051,MCC2019,2025-07-25,Feuilles abîmées
2052,MCB0968,2025-06-04,Plante en bonne santé
2053,MCB0968,2025-12-02,Insectes observés
2054,MCB0968,2025-07-19,Feuilles abîmées
2055,MCB0968,2025-09-15,Plante en bonne santé
2056,MCB0968,2025-10-26,Signes de stress hydrique
2057,MCA2239,2025-12-06,Feuilles abîmées
2058,MCA2239,2025-06-15,Feuilles abîmées
2059,MCA2239,2025-10-22,Signes de stress hydrique
2060,MCA8305,2025-08-24,Signes de stress hydrique
2061,MCC8551,2025-11-29,Signes de stress hydrique
2062,MCC8551,2025-06-10,Feuilles abîmées
2063,MCC8551,2025-09-24,Croissance rapide
2064,MCA3198,2025-07-16,Croissance rapide
2065,MCA3198,2025-07-12,Feuilles abîmées
2066,MCA3198,2025-06-03,Croissance rapide
2067,MCA3198,2025-11-17,Feuilles abîmées
2068,MCB3937,2025-07-12,Croissance rapide
2069,MCB3937,2025-09-09,Plante en bonne santé
2070,MCB3937,2025-11-13,Croissance rapide
2071,MCC4335,2025-06-29,Signes de stress hydrique
2072,MCC4335,2025-11-17,Signes de stress hydrique
2073,MCC4335,2025-07-01,Signes de stress hydrique
2074,MCC4335,2025-06-08,Feuilles abîmées
2075,MCC4335,2025-09-22,Feuilles abîmées
2076,MCB9484,2025-12-14,Feuilles abîmées
2077,MCB9484,2025-07-14,Plante en bonne santé
2078,MCB9484,2025-08-27,Croissance rapide
2079,MCB9484,2025-10-28,Feuilles abîmées
2080,MCB9484,2025-06-05,Insectes observés
2081,MCC8462,2025-07-24,Signes de stress hydrique
2082,MCA2317,2025-12-22,Feuilles abîmées
2083,MCA2317,2025-07-09,Plante en bonne santé
2084,MCB3166,2025-06-28,Plante en bonne santé
2085,MCB3166,2025-10-07,Plante en bonne santé
2086,MCB6870,2025-10-01,Croissance rapide
2087,MCB6870,2025-10-09,Insectes observés
2088,MCB6870,2025-11-29,Feuilles abîmées
2089,MCC3586,2025-09-06,Plante en bonne santé
2090,MCA4258,2025-11-23,Feuilles abîmées
2091,MCA9958,2025-11-15,Feuilles abîmées
2092,MCB0624,2025-06-11,Croissance rapide
2093,MCC8408,2025-07-05,Insectes observés
2094,MCC8408,2025-06-05,Feuilles abîmées
2095,MCC8408,2025-07-26,Plante en bonne santé
2096,MCC8408,2025-06-19,Feuilles abîmées
2097,MCC8408,2025-09-08,Signes de stress hydrique
2098,MCB4519,2025-10-15,Signes de stress hydrique
2099,MCB4519,2025-08-21,Signes de stress hydrique
2100,MCB4519,2025-11-29,Plante en bonne santé
2101,MCB2143,2025-11-14,Insectes observés
2102,MCB2143,2025-08-05,Feuilles abîmées
2103,MCB2194,2025-10-31,Insectes observés
2104,MCB2194,2025-11-20,Feuilles abîmées
2105,MCB2194,2025-07-23,Croissance rapide
2106,MCA8564,2025-08-30,Insectes observés
2107,MCA8564,2025-06-16,Insectes observés
2108,MCA8564,2025-12-23,Plante en bonne santé
2109,MCA8564,2025-11-05,Insectes observés
2110,MCA8564,2025-06-03,Signes de stress hydrique
2111,MCB8282,2025-12-08,Feuilles abîmées
2112,MCB8282,2025-08-14,Insectes observés
2113,MCB5818,2025-12-24,Signes de stress hydrique
2114,MCB5818,2025-12-22,Insectes observés
2115,MCA0676,2025-10-22,Feuilles abîmées
2116,MCA0676,2025-11-16,Signes de stress hydrique
2117,MCA0676,2025-06-21,Plante en bonne santé
2118,MCA0676,2025-06-29,Croissance rapide
2119,MCA5596,2025-08-31,Insectes observés
2120,MCB4128,2025-07-14,Insectes observés
2121,MCB4128,2025-06-17,Signes de stress hydrique
2122,MCB4128,2025-10-25,Plante en bonne santé
2123,MCB4128,2025-07-15,Feuilles abîmées
2124,MCB6677,2025-09-01,Plante en bonne santé
2125,MCB6677,2025-12-18,Signes de stress hydrique
2126,MCB6677,2025-08-16,Signes de stress hydrique
2127,MCB6677,2025-11-07,Insectes observés
2128,MCB7892,2025-11-25,Croissance rapide
2129,MCB1102,2025-08-28,Insectes observés
2130,MCB1102,2025-11-10,Plante en bonne santé
2131,MCB1102,2025-09-29,Plante en bonne santé
2132,MCB1102,2025-08-23,Insectes observés
2133,MCA9350,2025-12-03,Feuilles abîmées
2134,MCA9350,2025-09-12,Plante en bonne santé
2135,MCA9350,2025-09-29,Feuilles abîmées
2136,MCA9350,2025-12-09,Croissance rapide
2137,MCA9350,2025-09-19,Insectes observés
2138,MCC0653,2025-10-08,Croissance rapide
2139,MCC0653,2025-11-24,Plante en bonne santé
2140,MCC0653,2025-11-05,Croissance rapide
2141,MCC0653,2025-10-23,Croissance rapide
2142,MCC0653,2025-11-21,Signes de stress hydrique
2143,MCC4521,2025-08-22,Signes de stress hydrique
2144,MCC4521,2025-06-10,Signes de stress hydrique
2145,MCC4521,2025-09-27,Croissance rapide
2146,MCC4521,2025-09-01,Feuilles abîmées
2147,MCC5291,2025-09-03,Feuilles abîmées
2148,MCC5291,2025-09-01,Signes de stress hydrique
2149,MCB1517,2025-12-08,Plante en bonne santé
2150,MCB1517,2025-09-25,Plante en bonne santé
2151,MCB1517,2025-10-27,Plante en bonne santé
2152,MCC6509,2025-07-30,Signes de stress hydrique
2153,MCC6509,2025-08-15,Plante en bonne santé
2154,MCC5252,2025-07-16,Croissance rapide
2155,MCC5252,2025-07-15,Croissance rapide
2156,MCB0497,2025-10-04,Feuilles abîmées
2157,MCB0497,2025-10-11,Plante en bonne santé
2158,MCB0497,2025-12-02,Plante en bonne santé
2159,MCB0497,2025-11-17,Croissance rapide
2160,MCB6589,2025-08-14,Feuilles abîmées
2161,MCB6589,2025-11-11,Insectes observés
2162,MCB6589,2025-08-23,Croissance rapide
2163,MCB6589,2025-07-21,Plante en bonne santé
2164,MCA9602,2025-10-07,Plante en bonne santé
2165,MCC6342,2025-10-20,Croissance rapide
2166,MCC6342,2025-07-24,Plante en bonne santé
2167,MCC6342,2025-11-20,Signes de stress hydrique
2168,MCC5035,2025-08-02,Feuilles abîmées
2169,MCC5035,2025-10-07,Feuilles abîmées
2170,MCC5035,2025-11-06,Croissance rapide
2171,MCC5035,2025-06-29,Insectes observés
2172,MCC5035,2025-09-05,Croissance rapide
2173,MCC8325,2025-09-21,Signes de stress hydrique
2174,MCC8325,2025-06-08,Plante en bonne santé
2175,MCC8325,2025-07-26,Croissance rapide
2176,MCB0647,2025-08-07,Feuilles abîmées
2177,MCB0647,2025-10-18,Signes de stress hydrique
2178,MCB0647,2025-11-27,Plante en bonne santé
2179,MCB0647,2025-12-04,Feuilles abîmées
2180,MCC0347,2025-10-20,Signes de stress hydrique
2181,MCC0347,2025-08-17,Insectes observés
2182,MCC1447,2025-12-25,Croissance rapide
2183,MCC8264,2025-06-12,Signes de stress hydrique
2184,MCA7095,2025-08-23,Feuilles abîmées
2185,MCA7095,2025-11-29,Feuilles abîmées
2186,MCA7095,2025-09-23,Feuilles abîmées
2187,MCA7095,2025-07-26,Croissance rapide
2188,MCB3933,2025-08-24,Signes de stress hydrique
2189,MCB3933,2025-06-11,Plante en bonne santé
2190,MCB3933,2025-07-27,Signes de stress hydrique
2191,MCB3933,2025-11-16,Feuilles abîmées
2192,MCC5961,2025-12-08,Plante en bonne santé
2193,MCA2013,2025-07-13,Signes de stress hydrique
2194,MCA2013,2025-11-17,Feuilles abîmées
2195,MCA2013,2025-08-17,Croissance rapide
2196,MCA2013,2025-09-13,Croissance rapide
2197,MCA6469,2025-08-26,Signes de stress hydrique
2198,MCA6469,2025-12-12,Croissance rapide
2199,MCA6469,2025-06-10,Feuilles abîmées
2200,MCA6469,2025-09-09,Croissance rapide
2201,MCB1846,2025-07-17,Plante en bonne santé
2202,MCB1846,2025-10-16,Plante en bonne santé
2203,MCB1846,2025-11-14,Croissance rapide
2204,MCA8099,2025-12-11,Signes de stress hydrique
2205,MCC6648,2025-07-08,Insectes observés
2206,MCC6648,2025-12-30,Insectes observés
2207,MCA1491,2025-11-06,Feuilles abîmées
2208,MCA1491,2025-10-05,Signes de stress hydrique
2209,MCA1491,2025-08-16,Plante en bonne santé
2210,MCA9536,2025-11-21,Signes de stress hydrique
2211,MCA9536,2025-09-18,Signes de stress hydrique
2212,MCA9536,2025-11-26,Signes de stress hydrique
2213,MCB2683,2025-12-04,Croissance rapide
2214,MCB2683,2025-10-13,Signes de stress hydrique
2215,MCB2683,2025-08-29,Signes de stress hydrique
2216,MCB2683,2025-06-30,Plante en bonne santé
2217,MCB2683,2025-08-10,Signes de stress hydrique
2218,MCC7745,2025-10-11,Plante en bonne santé
2219,MCC7745,2025-09-04,Plante en bonne santé
2220,MCC7745,2025-10-20,Feuilles abîmées
2221,MCC2018,2025-11-09,Plante en bonne santé
2222,MCC2018,2025-08-18,Feuilles abîmées
2223,MCC7673,2025-11-02,Signes de stress hydrique
2224,MCC7673,2025-08-19,Insectes observés
2225,MCC7673,2025-12-12,Insectes observés
2226,MCC7673,2025-11-29,Croissance rapide
2227,MCA0743,2025-08-29,Signes de stress hydrique
2228,MCA0743,2025-10-04,Plante en bonne santé
2229,MCA0743,2025-06-28,Croissance rapide
2230,MCA0743,2025-10-03,Feuilles abîmées
2231,MCA0743,2025-09-20,Insectes observés
2232,MCA9620,2025-08-07,Insectes observés
2233,MCA9620,2025-10-13,Feuilles abîmées
2234,MCB2959,2025-10-01,Croissance rapide
2235,MCB2959,2025-12-26,Plante en bonne santé
2236,MCB2959,2025-12-22,Plante en bonne santé
2237,MCB2959,2025-12-06,Plante en bonne santé
2238,MCB5809,2025-07-09,Insectes observés
2239,MCA8088,2025-12-13,Feuilles abîmées
2240,MCA8088,2025-10-03,Signes de stress hydrique
2241,MCA8088,2025-07-09,Insectes observés
2242,MCA8088,2025-10-30,Feuilles abîmées
2243,MCA8088,2025-10-23,Croissance rapide
2244,MCB3214,2025-07-01,Plante en bonne santé
2245,MCB3214,2025-07-23,Signes de stress hydrique
2246,MCB3214,2025-10-18,Insectes observés
2247,MCB3214,2025-12-16,Feuilles abîmées
2248,MCB3214,2025-08-06,Feuilles abîmées
2249,MCB7003,2025-12-04,Croissance rapide
2250,MCB7003,2025-10-23,Signes de stress hydrique
2251,MCB7003,2025-10-27,Signes de stress hydrique
2252,MCC8313,2025-08-09,Signes de stress hydrique
2253,MCC8313,2025-11-19,Signes de stress hydrique
2254,MCC8313,2025-07-20,Plante en bonne santé
2255,MCA4360,2025-08-06,Signes de stress hydrique
2256,MCA4360,2025-10-17,Croissance rapide
2257,MCC5736,2025-07-22,Feuilles abîmées
